product_slug,product_standard_scope,source_id,source_page,source_title,declared_products,route_kind,route_basis,route_status,value_record_count,declared_metal_species,metal_species,missing_metal_species,product_page_cites_source,evidence_use,action_needed,route_note
non-root-vegetable-purees,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:non-root-vegetable-purees;source_link:non-root-vegetable-purees",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
root-vegetable-purees,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:root-vegetable-purees;source_link:root-vegetable-purees",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
teething-and-snacks-non-rice,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",broad_product_context,source_link:teething-and-snacks-non-rice,source_on_page_no_structured_value,0,"tAs;Pb;Cd;tHg",,"tAs;Pb;Cd;tHg",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.","Source declares or links this product row as context only; keep out of direct standards extraction until row fit is resolved."
teething-and-snacks-rice-based,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:teething-and-snacks-rice-based;source_link:teething-and-snacks-rice-based",partial_structured_values_present,6,"tAs;Pb;Cd;tHg","Cd;Pb;tAs",tHg,true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: tHg.",Source declares or links this exact locked/context product row.
infant-formula-concentrated-liquid-non-soy,bridge_context,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",broad_product_context,source_link:infant-formula-concentrated-liquid-non-soy,structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.","Source declares or links this product row as context only; keep out of direct standards extraction until row fit is resolved."
infant-formula-concentrated-liquid-soy-based,bridge_context,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",broad_product_context,source_link:infant-formula-concentrated-liquid-soy-based,structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.","Source declares or links this product row as context only; keep out of direct standards extraction until row fit is resolved."
infant-formula-powder-non-soy,locked_hmtc_row,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-powder-non-soy;source_link:infant-formula-powder-non-soy",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder-soy-based,locked_hmtc_row,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-powder-soy-based;source_link:infant-formula-powder-soy-based",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-non-soy;source_link:infant-formula-rtf-liquid-non-soy",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Analytical Results for Toxic Elements in Infant Formula, FY2023-FY2025 Special Survey","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-soy-based;source_link:infant-formula-rtf-liquid-soy-based",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
baby-cereals-dry-non-rice,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:baby-cereals,partial_structured_values_present,10,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Cd;Ni;Pb;iAs;tAs","Al;Sb;Cr;Cu;I;Fe;Mn;tHg;Se;Sn;Zn",true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: Al; Sb; Cr; Cu; I; Fe; Mn; tHg; Se; Sn; Zn.",Source is declared for baby cereals broadly and must stay contextual until rice/non-rice and dry/as-served row fit are resolved.
baby-cereals-dry-rice-based,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:baby-cereals,partial_structured_values_present,10,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Cd;Ni;Pb;iAs;tAs","Al;Sb;Cr;Cu;I;Fe;Mn;tHg;Se;Sn;Zn",true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: Al; Sb; Cr; Cu; I; Fe; Mn; tHg; Se; Sn; Zn.",Source is declared for baby cereals broadly and must stay contextual until rice/non-rice and dry/as-served row fit are resolved.
fish-containing-baby-foods,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:meat-and-fish-baby-foods,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.","Source combines meat and fish baby foods; keep contextual until meat/poultry versus fish-containing row fit is resolved."
fruit-purees,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",direct_product_frontmatter,frontmatter:fruit-purees,structured_values_present,32,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Al;Cd;Cr-total;Cu;Fe;I;Mn;Ni;Pb;Sb;Se;Sn;Zn;iAs;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder,base_context,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",direct_product_frontmatter,frontmatter:infant-formula-powder,missing_direct_product_route,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",false,direct_context_pending_extraction,"Promote this source to the product page, then decide whether structured values can be extracted.",Source declares or links this exact locked/context product row.
infant-formula-powder-non-soy,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_powder_context,frontmatter:infant-formula-powder,structured_values_present,192,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Al;Cd;Cr-total;Cu;Fe;I;Mn;Ni;Pb;Sb;Se;Sn;Zn;iAs;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source is declared for powdered formula but does not itself resolve the locked soy/non-soy row split.
infant-formula-powder-soy-based,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_powder_context,frontmatter:infant-formula-powder,structured_values_present,32,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Al;Cd;Cr-total;Cu;Fe;I;Mn;Ni;Pb;Sb;Se;Sn;Zn;iAs;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source is declared for powdered formula but does not itself resolve the locked soy/non-soy row split.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_formula_context,frontmatter:infant-formula-rtf-liquid,structured_values_present,96,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn","Al;Cd;Cr-total;Cu;Fe;I;Mn;Ni;Pb;Sb;Se;Sn;Zn;iAs;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source is declared for ready-to-feed/liquid formula but does not itself resolve the locked soy/non-soy row split.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_formula_context,frontmatter:infant-formula-rtf-liquid,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for ready-to-feed/liquid formula but does not itself resolve the locked soy/non-soy row split.
meat-and-poultry-purees,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:meat-and-fish-baby-foods,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.","Source combines meat and fish baby foods; keep contextual until meat/poultry versus fish-containing row fit is resolved."
mixed-meals-non-rice,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:mixed-meals,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for mixed meals broadly and must stay contextual until rice-containing row fit is resolved.
mixed-meals-rice-containing,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:mixed-meals,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for mixed meals broadly and must stay contextual until rice-containing row fit is resolved.
non-root-vegetable-purees,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:vegetable-purees,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for vegetable purees broadly and must stay contextual until root/non-root row fit is resolved.
root-vegetable-purees,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:vegetable-purees,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for vegetable purees broadly and must stay contextual until root/non-root row fit is resolved.
teething-and-snacks-non-rice,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:snacks,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for snacks broadly and must stay contextual until rice-based versus non-rice row fit is resolved.
teething-and-snacks-rice-based,locked_hmtc_row,fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,"Survey of metals in commercial infant foods, infant formula and non-infant specific foods","infant-formula-powder;infant-formula-rtf-liquid;baby-cereals;fruit-purees;vegetable-purees;baby-drinks;snacks;meat-and-fish-baby-foods;mixed-meals",broad_product_context,frontmatter:snacks,source_on_page_no_structured_value,0,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",,"Al;Sb;tAs;iAs;Cd;Cr;Cu;I;Fe;Pb;Mn;tHg;Ni;Se;Sn;Zn",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for snacks broadly and must stay contextual until rice-based versus non-rice row fit is resolved.
baby-cereals-dry-non-rice,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_product_context,frontmatter:baby-cereals,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for baby cereals broadly and must stay contextual until rice/non-rice and dry/as-served row fit are resolved.
baby-cereals-dry-rice-based,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_product_context,frontmatter:baby-cereals,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for baby cereals broadly and must stay contextual until rice/non-rice and dry/as-served row fit are resolved.
fruit-juice-not-canned,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_product_context,frontmatter:fruit-juice,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.","Source is declared for fruit juice broadly and must be reviewed for apple/non-apple, canned status, and species before standards use."
infant-formula-powder-non-soy,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-powder-soy-based,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
teething-and-snacks-non-rice,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_product_context,frontmatter:snacks,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for snacks broadly and must stay contextual until rice-based versus non-rice row fit is resolved.
teething-and-snacks-rice-based,locked_hmtc_row,gardener2019-lead-cadmium-infant-formula-baby-food,wiki/sources/gardener2019-lead-cadmium-infant-formula-baby-food.md,Lead and cadmium contamination in a large sample of United States infant formulas and baby foods,"infant-formula;baby-cereals;toddler-formula;fruit-juice;jars-first-meals;pouches;snacks;kids-meals",broad_product_context,frontmatter:snacks,source_on_page_no_structured_value,0,"Pb;Cd",,"Pb;Cd",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for snacks broadly and must stay contextual until rice-based versus non-rice row fit is resolved.
infant-formula-powder-non-soy,locked_hmtc_row,jackson2012-arsenic-organic-foods-brown-rice-syrup,wiki/sources/jackson2012-arsenic-organic-foods-brown-rice-syrup.md,"Arsenic, Organic Foods, and Brown Rice Syrup","infant-formula;toddler-formula;rice-containing-products",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"tAs;iAs",,"tAs;iAs",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-powder-soy-based,locked_hmtc_row,jackson2012-arsenic-organic-foods-brown-rice-syrup,wiki/sources/jackson2012-arsenic-organic-foods-brown-rice-syrup.md,"Arsenic, Organic Foods, and Brown Rice Syrup","infant-formula;toddler-formula;rice-containing-products",broad_formula_context,frontmatter:infant-formula,source_on_page_no_structured_value,0,"tAs;iAs",,"tAs;iAs",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
